Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_car,-0.095872,-0.0016911,0.42792,0,0,0,2488.4,132.96,-0.74979,6.8208,566.52,0.089025,616.34,0,0,0,0,0,0,package://base_car/meshes/base_car.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://base_car/meshes/base_car.STL,,底盘车车身设计1108-2/车身结构装配 101600-1/中间罩壳 101601-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072710托架横梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072712托架斜撑梁V1.0-2;底盘车车身设计1108-2/底盘供货状态-期望-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23091565橡胶垫V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081714光伏组件右侧弹簧滑块总成V1.0-1/SZWYJ23081711后盖板焊合V1.0-1/SZWYJ23081710后盖板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072711托架台面V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081601后定位弹簧滑块组件V1.0-1/SZWYJ23081607尼龙衬板4V1.0-2;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081601后定位弹簧滑块组件V1.0-1/SZWYJ23081603滑块焊合V1.0-1/SZWYJ23081602后定位滑块挡板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072706托架纵梁V1.0-3;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072720上部安装板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072706托架纵梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081714光伏组件右侧弹簧滑块总成V1.0-1/SZWYJ23081712右侧滑块焊合V1.0-1/SZWYJ23081707罩板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072720上部安装板V1.0-3;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081714光伏组件右侧弹簧滑块总成V1.0-1/SZWYJ23081712右侧滑块焊合V1.0-1/SZWYJ23081713右滑块挡板V1.0-2;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081714光伏组件右侧弹簧滑块总成V1.0-1/SZWYJ23072733尼龙衬板3V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072712托架斜撑梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072703托架延长支撑焊合V1.0-2/SZWYJ23072704托架延长支撑V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/GB_FASTENER_BOLT_HFBB M14X50-C-50;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072702安装板V1.1-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072703托架延长支撑焊合V1.0-2/SZWYJ23072705托架延长支撑加强筋V1.0-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件22-1/门板 090103-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件11-1/门板 090102-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件33-1/门板 101603-1;底盘车车身设计1108-2/车身结构装配 101600-1/前板 090104-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件11-2/门板 090102-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件22-2/门板 090103-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081714光伏组件右侧弹簧滑块总成V1.0-1/SZWYJ23081709尼龙衬板5V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072709托架侧纵梁V1.0-3;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072708托架前横梁V1.0-2;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072734加强板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072707托架后横梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081601后定位弹簧滑块组件V1.0-1/SZWYJ23081608后盖板焊合V1.0-1/SZWYJ23081609后盖板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072734加强板V1.0-2;底盘车车身设计1108-2/底封板 090904-1;底盘车车身设计1108-2/车身结构装配 101600-1/侧封板 090109-1;底盘车车身设计1108-2/侧支架 072003-4;底盘车车身设计1108-2/车身结构装配 101600-1/尾罩壳 091403-1;底盘车车身设计1108-2/侧支架 072003-3;底盘车车身设计1108-2/前支架 090902-1;底盘车车身设计1108-2/前支架 090903-1;底盘车车身设计1108-2/车身结构装配 101600-1/后封板 090110-1;底盘车车身设计1108-2/车身结构装配 101600-1/尾封板 090111-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23081601后定位弹簧滑块组件V1.0-1/SZWYJ23081607尼龙衬板4V1.0-1;底盘车车身设计1108-2/车身结构装配 101600-1/前罩壳 101602-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072708托架前横梁V1.0-1,base_car,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
