Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
trailer,-0.42513,-0.054044,1.0098,0,0,0,241,55.113,-0.12485,1.0714,41.464,0.048048,74.131,0,0,0,0,0,0,package://trailer/meshes/trailer.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://trailer/meshes/trailer.STL,,底盘车车身设计1108-2/车身结构装配 101600-1/中间罩壳 101601-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072710托架横梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072711托架台面V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072706托架纵梁V1.0-3;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072706托架纵梁V1.0-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件22-1/门板 090103-1;底盘车车身设计1108-2/车身结构装配 101600-1/门组件11-1/门板 090102-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072709托架侧纵梁V1.0-3;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072708托架前横梁V1.0-2;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072734加强板V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072707托架后横梁V1.0-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072734加强板V1.0-2;底盘车车身设计1108-2/车身结构装配 101600-1/侧封板 090109-1;底盘车车身设计1108-2/车身结构装配 101600-1/尾罩壳 091403-1;底盘车车身设计1108-2/车身结构装配 101600-1/尾封板 090111-1;底盘车车身设计1108-2/车身结构装配 101600-1/前罩壳 101602-1;SZWYJ23072713光伏组件托架总成V1.0-1/SZWYJ23072701光伏组件托架焊合V1.1-1/SZWYJ23072708托架前横梁V1.0-1;底盘车车身设计1108-2/车身结构装配 101600-1/盖板 090906-1,base_car,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
